Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details
quarrel;;;B2;noun;communication;Details
query;;;B2;noun;communication;Details
remark;;;B2;noun;communication;Details
semicolon;;;B2;noun;communication;Details
signal;;ACTION;B2;noun;communication;Details
slash;;;B2;noun;communication;Details
summary;;;B2;noun;communication;Details
survey;;;B2;noun;communication;Details
syllable;;;B2;noun;communication;Details
symbol;;;B2;noun;communication;Details
tale;;;B2;noun;communication;Details
term;;WORD;B2;noun;communication;Details
theme;;;B2;noun;communication;Details
threat;;THING SAID;B2;noun;communication;Details
yell;;;B2;noun;communication;Details
pressure;;MAKE SOMEONE DO;B2;noun;communication;Details
protest;;;B2;noun;communication;Details
response;;ANSWER;B2;noun;communication;Details
rumour;;;B2;noun;communication;Details
tone;;VOICE;B2;noun;communication;Details
terms;;RULES;B2;noun;communication;Details
respond;;;B2;verb;communication;Details
swear;;RUDE WORDS;B2;verb;communication;Details
oppose;;;B2;verb;communication;Details
praise;;;B2;verb;communication;Details
propose;;SUGGEST;B2;verb;communication;Details
reject;;NOT ACCEPT;B2;verb;communication;Details
represent;;BE SYMBOL;B2;verb;communication;Details
reveal;;TELL;B2;verb;communication;Details
settle;;DECIDE;B2;verb;communication;Details
specify;;;B2;verb;communication;Details
threaten;;HARM;B2;verb;communication;Details
spread;;INFORMATION;B2;verb;communication;Details
tease;;;B2;verb;communication;Details
whisper;;;B2;verb;communication;Details
offence;;CRIME;B2;noun;crime;Details
penalty;;PUNISHMENT;B2;noun;crime;Details
suspect;;;B2;noun;crime;Details
witness;;;B2;noun;crime;Details
trial;;IN COURT;B2;noun;crime;Details
percentage;;;B2;noun;describing things;Details
pint;;;B2;noun;describing things;Details
pound;;WEIGHT;B2;noun;describing things;Details
sample;;SMALL AMOUNT;B2;noun;describing things;Details
scale;;MEASURE;B2;noun;describing things;Details
shortage;;;B2;noun;describing things;Details
ton;;WEIGHT;B2;noun;describing things;Details
triangle;;;B2;noun;describing things;Details
width;;;B2;noun;describing things;Details
nursery;;;B2;noun;education;Details
seminar;;;B2;noun;education;Details
philosophy;;STUDY;B2;noun;education;Details
pancake;;;B2;noun;food and drink;Details
portion;;FOOD;B2;noun;food and drink;Details
prawn;;;B2;noun;food and drink;Details
teaspoon;;;B2;noun;food and drink;Details
tray;;;B2;noun;food and drink;Details
vinegar;;;B2;noun;food and drink;Details
pudding;;;B2;noun;food and drink;Details
passage;;CONNECTING WAY;B2;noun;homes and buildings;Details
resident;;;B2;noun;homes and buildings;Details
shed;;;B2;noun;homes and buildings;Details
shelter;;PLACE;B2;noun;homes and buildings;Details
stool;;;B2;noun;homes and buildings;Details
storey;;;B2;noun;homes and buildings;Details
terrace;;;B2;noun;homes and buildings;Details
venue;;;B2;noun;homes and buildings;Details
structure;;WAY PARTS ARE ARRANGED;B2;noun;homes and buildings;Details
rate;;PAYMENT;B2;noun;money;Details
poverty;;;B2;noun;money;Details
treasure;;GOLD/JEWELS, ETC.;B2;noun;money;Details
wealth;;MONEY;B2;noun;money;Details
profit;;;B2;noun;money;Details
savings;;;B2;noun;money;Details
pond;;;B2;noun;natural world;Details
rainbow;;;B2;noun;natural world;Details
root;;PLANT PART;B2;noun;natural world;Details
seed;;PLANT;B2;noun;natural world;Details
suburb;;;B2;noun;natural world;Details
tide;;;B2;noun;natural world;Details
tornado;;;B2;noun;natural world;Details
trunk;;;B2;noun;natural world;Details
volcano;;;B2;noun;natural world;Details
oxygen;;;B2;noun;natural world;Details
rubber;;SUBSTANCE;B2;noun;natural world;Details
steam;;GAS;B2;noun;natural world;Details
steel;;;B2;noun;natural world;Details
sunlight;;;B2;noun;natural world;Details
warmth;;HEAT;B2;noun;natural world;Details
oak;;;B2;noun;natural world;Details
pine;;;B2;noun;natural world;Details
shell;;;B2;noun;natural world;Details
soil;;;B2;noun;natural world;Details
process;;ACTIONS;B2;noun;people: actions;Details
punch;;;B2;noun;people: actions;Details
sigh;;;B2;noun;people: actions;Details
struggle;;FIGHT;B2;noun;people: actions;Details
violence;;HURT;B2;noun;people: actions;Details
rush;;HURRY;B2;noun;people: actions;Details
participate;;;B2;verb;people: actions;Details
scratch;;RUB SURFACE;B2;verb;people: actions;Details
shiver;;;B2;verb;people: actions;Details
snore;;;B2;verb;people: actions;Details
stare;;;B2;verb;people: actions;Details
wander;;WALK SLOWLY;B2;verb;people: actions;Details
yawn;;;B2;verb;people: actions;Details
observe;;WATCH;B2;verb;people: actions;Details
occupy;;KEEP BUSY;B2;verb;people: actions;Details
overcome;;DEAL WITH;B2;verb;people: actions;Details
preserve;;;B2;verb;people: actions;Details
restore;;REPAIR;B2;verb;people: actions;Details
rub;;PRESS WITH HANDS;B2;verb;people: actions;Details
seize;;HOLD;B2;verb;people: actions;Details
skip;;NOT DO;B2;verb;people: actions;Details
slap;;;B2;verb;people: actions;Details
spray;;;B2;verb;people: actions;Details
squeeze;;PRESS;B2;verb;people: actions;Details
stimulate;;ENCOURAGE;B2;verb;people: actions;Details
substitute;;;B2;verb;people: actions;Details
supply;;;B2;verb;people: actions;Details
sweep;;CLEAN;B2;verb;people: actions;Details
tackle;;DEAL WITH;B2;verb;people: actions;Details
transform;;;B2;verb;people: actions;Details
upgrade;;;B2;verb;people: actions;Details
wipe;;CLEAN;B2;verb;people: actions;Details
obey;;;B2;verb;people: actions;Details
resist;;NOT DO;B2;verb;people: actions;Details
rip;;TEAR;B2;verb;people: actions;Details
slam;;CLOSE;B2;verb;people: actions;Details
smash;;;B2;verb;people: actions;Details
soak;;PUT IN LIQUID;B2;verb;people: actions;Details
splash;;LIQUID;B2;verb;people: actions;Details
split;;DIVIDE;B2;verb;people: actions;Details
stretch;;MAKE BIGGER;B2;verb;people: actions;Details
supervise;;;B2;verb;people: actions;Details
swing;;;B2;verb;people: actions;Details
tighten;;;B2;verb;people: actions;Details
widen;;INCREASE;B2;verb;people: actions;Details
tan;;;B2;noun;people: appearance;Details
strength;;STRONG;B2;noun;people: appearance;Details
strengthen;;;B2;verb;people: appearance;Details
point of view;;OPINION;B2;noun;people: personality;Details
wish;;WANT;B2;noun;people: personality;Details
pity;;SYMPATHY;B2;noun;people: personality;Details
pride;;SATISFACTION;B2;noun;people: personality;Details
revenge;;;B2;noun;people: personality;Details
sympathy;;CARING;B2;noun;people: personality;Details
wisdom;;KNOWLEDGE;B2;noun;people: personality;Details
panic;;;B2;noun;people: personality;Details
passion;;LOVE;B2;noun;people: personality;Details
rage;;ANGER;B2;noun;people: personality;Details
strain;;WORRY;B2;noun;people: personality;Details
nerves;;NERVOUS;B2;noun;people: personality;Details
spirit;;WAY OF FEELING;B2;noun;people: personality;Details
pretend;;;B2;verb;people: personality;Details
react;;SAY OR DO;B2;verb;people: personality;Details
offend;;;B2;verb;people: personality;Details
risk;;DO SOMETHING;B2;verb;people: personality;Details
satisfy;;PLEASE;B2;verb;people: personality;Details
terrify;;;B2;verb;people: personality;Details
tolerate;;ACCEPT;B2;verb;people: personality;Details
reckon;;THINK;B2;verb;people: personality;Details
suffer;;EXPERIENCE;B2;verb;people: personality;Details
policy;;PLAN;B2;noun;politics;Details
opponent;;PERSON WHO DISAGREES;B2;noun;relationships;Details
sister-in-law;;;B2;noun;relationships;Details
son-in-law;;;B2;noun;relationships;Details
stepfather;;;B2;noun;relationships;Details
stepmother;;;B2;noun;relationships;Details
widow;;;B2;noun;relationships;Details
pitch;;SPORTS AREA;B2;noun;shopping;Details
referee;;;B2;noun;shopping;Details
target;;OBJECT/PERSON SHOT AT;B2;noun;shopping;Details
trophy;;;B2;noun;shopping;Details
stock;;SHOP;B2;noun;shopping;Details
sale;;SELL;B2;noun;shopping;Details
victory;;;B2;noun;shopping;Details
network;;COMPUTERS;B2;noun;technology;Details
pedal;;;B2;noun;technology;Details
satellite;;;B2;noun;technology;Details
telescope;;;B2;noun;technology;Details
thermometer;;;B2;noun;technology;Details
wire;;ELECTRICITY;B2;noun;technology;Details
virtual reality;;;B2;noun;technology;Details
parachute;;;B2;noun;travel;Details
rocket;;VEHICLE;B2;noun;travel;Details
steering wheel;;;B2;noun;travel;Details
stopover;;;B2;noun;travel;Details
trail;;PATH;B2;noun;travel;Details
voyage;;;B2;noun;travel;Details
yacht;;;B2;noun;travel;Details
rush hour;;;B2;noun;travel;Details
servant;;;B2;noun;work;Details
slave;;;B2;noun;work;Details
overtime;;;B2;noun;work;Details
paperwork;;;B2;noun;work;Details
rape;;;B2;noun;crime;Details
robbery;;;B2;noun;crime;Details
whisky;;;B2;noun;food and drink;Details
replacement;;THING OR PERSON;B2;noun;;Details
reflect;;IMAGE;B2;verb;;Details
regain;;;B2;verb;;Details
survival;;;B2;noun;;Details
presence;;IN A PLACE;B2;noun;;Details
organizer;;;B2;noun;;Details
philosopher;;;B2;noun;;Details
producer;;FILM, ETC.;B2;noun;;Details
publisher;;;B2;noun;;Details
shopkeeper;;;B2;noun;;Details
planning;;DECIDING;B2;noun;;Details
suffering;;;B2;noun;;Details
timing;;;B2;noun;;Details
upbringing;;;B2;noun;;Details
reflection;;IMAGE;B2;noun;;Details
regulation;;RULE;B2;noun;;Details
selection;;THINGS CHOSEN;B2;noun;;Details
suspicion;;BELIEF;B2;noun;;Details
vision;;IDEA;B2;noun;;Details
observation;;WATCHING;B2;noun;;Details
protection;;;B2;noun;;Details
obligation;;;B2;noun;;Details
reduction;;;B2;noun;;Details
tradition;;;B2;noun;;Details
variation;;DIFFERENCE;B2;noun;;Details
novelist;;;B2;noun;;Details
pharmacist;;;B2;noun;;Details
psychologist;;;B2;noun;;Details
popularity;;;B2;noun;;Details
reality;;FACTS;B2;noun;;Details
similarity;;;B2;noun;;Details
objective;;;B2;noun;;Details
specialize;;;B2;verb;;Details
requirement;;;B2;noun;;Details
weakness;;NOT EFFECTIVE;B2;noun;;Details
razor;;;B2;noun;;Details
spectator;;;B2;noun;;Details
survivor;;;B2;noun;;Details
tutor;;;B2;noun;;Details
shooting;;;B2;noun;;Details
needle;;SEWING;B2;noun;;Details
neighbour;;BEING NEAR;B2;noun;;Details
nut;;;B2;noun;;Details
package;;PARCEL;B2;noun;;Details
parade;;;B2;noun;;Details
pension;;;B2;noun;;Details
phase;;;B2;noun;;Details
plot;;STORY;B2;noun;;Details
prefix;;;B2;noun;;Details
programme;;PLAN;B2;noun;;Details
proper noun;;;B2;noun;;Details
ray;;BEAM;B2;noun;;Details
rebel;;;B2;noun;;Details
release;;;B2;noun;;Details
representative;;;B2;noun;;Details
resource;;;B2;noun;;Details
salon;;;B2;noun;;Details
scent;;;B2;noun;;Details
scheme;;;B2;noun;;Details
slope;;;B2;noun;;Details
source;;COME FROM;B2;noun;;Details
spreadsheet;;;B2;noun;;Details
stain;;;B2;noun;;Details
strategy;;;B2;noun;;Details
suffix;;;B2;noun;;Details
surface;;TOP;B2;noun;;Details
sword;;;B2;noun;;Details
task;;;B2;noun;;Details
terminal;;;B2;noun;;Details
theory;;IDEA;B2;noun;;Details
thesis;;WRITING;B2;noun;;Details
tomb;;;B2;noun;;Details
tool;;MAKE/REPAIR;B2;noun;;Details
torch;;;B2;noun;;Details
trolley;;;B2;noun;;Details
version;;FORM;B2;noun;;Details
victim;;;B2;noun;;Details
vitamin;;;B2;noun;;Details
volunteer;;;B2;noun;;Details
ward;;;B2;noun;;Details
pace;;SPEED;B2;noun;;Details
pottery;;OBJECTS;B2;noun;;Details
privacy;;;B2;noun;;Details
proof;;;B2;noun;;Details
psychology;;;B2;noun;;Details
safety;;BEING SAFE;B2;noun;;Details
storage;;;B2;noun;;Details
truth;;BEING TRUE;B2;noun;;Details
wheat;;;B2;noun;;Details
origin;;CAUSE;B2;noun;;Details
prejudice;;;B2;noun;;Details
procedure;;;B2;noun;;Details
prospect;;POSSIBILITY;B2;noun;;Details
rehearsal;;;B2;noun;;Details
rope;;FOR TYING;B2;noun;;Details
scandal;;;B2;noun;;Details
standard;;QUALITY;B2;noun;;Details
substance;;MATERIAL;B2;noun;;Details
trace;;;B2;noun;;Details
tragedy;;;B2;noun;;Details
outskirts;;;B2;noun;;Details
remains;;;B2;noun;;Details
statistics;;;B2;noun;;Details
surroundings;;;B2;noun;;Details
telecommunications;;;B2;noun;;Details
the second person;;;B2;noun;;Details
the third person;;;B2;noun;;Details
occur;;;B2;verb;;Details
qualify;;SPORT;B2;verb;;Details
remain;;CONTINUE TO EXIST;B2;verb;;Details
sneeze;;;B2;verb;;Details
sob;;;B2;verb;;Details
tremble;;;B2;verb;;Details
vanish;;;B2;verb;;Details
vary;;BE DIFFERENT;B2;verb;;Details
overlook;;SEE FROM ABOVE;B2;verb;;Details
peel;;FOOD;B2;verb;;Details
pollute;;;B2;verb;;Details
renew;;;B2;verb;;Details
sack;;;B2;verb;;Details
stab;;;B2;verb;;Details
submit;;GIVE;B2;verb;;Details
suspend;;NOT ALLOW;B2;verb;;Details
underestimate;;NOT KNOW SIZE;B2;verb;;Details
nod;;;B2;verb;;Details
overtake;;VEHICLE;B2;verb;;Details
recall;;;B2;verb;;Details
resign;;LEAVE JOB;B2;verb;;Details
reverse;;DRIVE BACKWARDS;B2;verb;;Details
shrink;;;B2;verb;;Details
steer;;CONTROL DIRECTION;B2;verb;;Details
survive;;;B2;verb;;Details
swallow;;EAT;B2;verb;;Details
refugee;;;B2;noun;;Details
weapon;;;B2;noun;;Details
suicide;;;B2;noun;;Details
theft;;;B2;noun;;Details
starving;;HUNGRY;B2;adjective;food and drink;Details
thus;;;B2;adverb;communication;Details
posh;;EXPENSIVE;B2;adjective;;Details
unacceptable;;;B2;adjective;describing things;Details
unreasonable;;;B2;adjective;people: personality;Details
unreliable;;;B2;adjective;people: personality;Details
unavailable;;IMPOSSIBLE TO GET;B2;adjective;shopping;Details
undressed;;;B2;adjective;clothes;Details
unlimited;;;B2;adjective;describing things;Details
unhelpful;;NO HELP;B2;adjective;people: personality;Details
unrealistic;;;B2;adjective;people: personality;Details
undoubtedly;;;B2;adverb;communication;Details
unexpectedly;;;B2;adverb;people: personality;Details
unconscious;;AS THOUGH SLEEPING;B2;adjective;body and health;Details
unsatisfactory;;;B2;adjective;describing things;Details
unaware;;;B2;adjective;people: personality;Details
uncertain;;NOT SURE;B2;adjective;people: personality;Details
uneasy;;;B2;adjective;people: personality;Details
unfortunate;;UNLUCKY;B2;adjective;people: personality;Details
unpopular;;;B2;adjective;people: personality;Details
unsure;;NOT CERTAIN;B2;adjective;people: personality;Details
remarkable;;;B2;adjective;describing things;Details
respectable;;GOOD BEHAVIOUR;B2;adjective;people: personality;Details
orchestral;;;B2;adjective;arts and media;Details
physical;;BODY;B2;adjective;body and health;Details
psychological;;;B2;adjective;body and health;Details
oral;;;B2;adjective;communication;Details
substantial;;;B2;adjective;describing things;Details
trivial;;;B2;adjective;describing things;Details
residential;;WHERE PEOPLE LIVE;B2;adjective;homes and buildings;Details
regional;;;B2;adjective;natural world;Details
tropical;;;B2;adjective;natural world;Details
racial;;;B2;adjective;people: appearance;Details
spiritual;;;B2;adjective;people: personality;Details
technical;;PRACTICAL SKILL;B2;adjective;people: personality;Details
official;;APPROVED;B2;adjective;politics;Details
presidential;;;B2;adjective;politics;Details
technological;;;B2;adjective;technology;Details
virtual;;USING COMPUTER;B2;adjective;technology;Details
redundant;;JOB;B2;adjective;work;Details
so-called;;NOT AS NAMED;B2;adjective;communication;Details
twisted;;BENT;B2;adjective;describing things;Details
well-balanced;;FOOD;B2;adjective;food and drink;Details
organized;;GOOD AT PLANNING;B2;adjective;people: personality;Details
petrified;;;B2;adjective;people: personality;Details
puzzled;;;B2;adjective;people: personality;Details
relieved;;;B2;adjective;people: personality;Details
respected;;;B2;adjective;people: personality;Details
sophisticated;;WITH EXPERIENCE;B2;adjective;people: personality;Details
thrilled;;;B2;adjective;people: personality;Details
related;;FAMILY;B2;adjective;relationships;Details
united;;JOINED;B2;adjective;relationships;Details
scheduled;;FLIGHT;B2;adjective;travel;Details
retired;;;B2;adjective;work;Details
skilful;;GOOD AT;B2;adjective;people: personality;Details
thoughtful;;KIND;B2;adjective;people: personality;Details
responsible;;GOOD JUDGMENT;B2;adjective;people: personality;Details
toxic;;;B2;adjective;body and health;Details
organic;;;B2;adjective;natural world;Details
optimistic;;;B2;adjective;people: personality;Details
pessimistic;;;B2;adjective;people: personality;Details
sympathetic;;PROBLEMS;B2;adjective;people: personality;Details
tragic;;;B2;adjective;people: personality;Details
setting;;BOOK/FILM, ETC.;B2;noun;arts and media;Details
outstanding;;;B2;adjective;describing things;Details
stunning;;;B2;adjective;describing things;Details
thrilling;;;B2;adjective;describing things;Details
winding;;;B2;adjective;describing things;Details
terrifying;;;B2;adjective;people: personality;Details
worrying;;;B2;adjective;people: personality;Details
offensive;;;B2;adjective;people: personality;Details
sensitive;;UPSET;B2;adjective;people: personality;Details
physically;;;B2;adverb;body and health;Details
psychologically;;;B2;adverb;body and health;Details
precisely;;FOR EMPHASIS;B2;adverb;communication;Details
secondly;;;B2;adverb;communication;Details
simply;;EMPHASIS;B2;adverb;communication;Details
slightly;;;B2;adverb;communication;Details
strongly;;;B2;adverb;communication;Details
surely;;LIKELY;B2;adverb;communication;Details
tremendously;;;B2;adverb;communication;Details
virtually;;ALMOST;B2;adverb;communication;Details
